category,num_columns,columns,file_size_mb,last_updated,description
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",807.7485062665667,2024-01-04 10:41:24.163952,"Educational dataset with 950 students, average score of 60.85, covering science, math, science"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",92.39574756939311,2024-08-12 10:41:24.165954,"Tech research in robotics, conducted 858 experiments with 84.59% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",508.22170874234865,2024-02-11 10:41:24.172951,"Ecological study in desert environment, observing 352 species, temperature range: 38°C to 28°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",342.7601530375426,2024-01-25 10:41:24.161954,"Medical study with 4309 patients, 88.02% efficacy rate, testing painkiller"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",623.9801744698751,2024-06-19 10:41:24.154953,"Educational dataset with 17 students, average score of 92.23, covering literature, math"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",407.9864131780819,2024-03-13 10:41:24.182954,"Educational dataset with 53 students, average score of 77.16, covering history"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",467.6450396355368,2024-05-16 10:41:24.186952,"Educational dataset with 224 students, average score of 93.45, covering literature, literature"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",697.6667528718906,2023-12-16 10:41:24.184953,"Ecological study in ocean environment, observing 992 species, temperature range: 32°C to 19°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",185.28117560050043,2024-07-26 10:41:24.149951,"Tech research in AI, conducted 313 experiments with 59.48% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",743.5728437114241,2024-01-04 10:41:24.135951,"Medical study with 833 patients, 97.82% efficacy rate, testing antiviral"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",302.9938259925278,2023-12-07 10:41:24.141954,"Tech research in robotics, conducted 716 experiments with 17.94% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",497.86290343264454,2023-11-09 10:41:24.164955,"Medical study with 4883 patients, 94.91% efficacy rate, testing antiviral"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",514.2628992515399,2024-06-03 10:41:24.137954,"Tech research in AI, conducted 901 experiments with 54.05% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",165.24833974427773,2024-04-16 10:41:24.167954,"Educational dataset with 976 students, average score of 65.76, covering history, math"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",193.45784220199891,2024-02-04 10:41:24.181954,"Medical study with 4384 patients, 58.12% efficacy rate, testing painkiller"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",730.2956657300424,2023-11-29 10:41:24.184953,"Medical study with 2888 patients, 89.84% efficacy rate, testing antibiotic"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",188.15974228658897,2024-05-09 10:41:24.137954,"Medical study with 4289 patients, 57.20% efficacy rate, testing antibiotic"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",876.4479507223273,2024-03-03 10:41:24.178953,"Ecological study in forest environment, observing 554 species, temperature range: 38°C to 0°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",745.3198309025609,2024-04-03 10:41:24.147953,"Educational dataset with 366 students, average score of 81.55, covering literature, history, math, math"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",155.7420723538463,2024-01-24 10:41:24.188954,"Medical study with 4352 patients, 97.95% efficacy rate, testing vaccine"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",441.883024038438,2024-05-16 10:41:24.158954,"Tech research in renewable energy, conducted 753 experiments with 35.45% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",640.2353814914197,2023-12-18 10:41:24.155954,"Medical study with 1227 patients, 80.65% efficacy rate, testing antiviral"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",335.18665358872363,2023-12-19 10:41:24.151953,"Ecological study in ocean environment, observing 474 species, temperature range: 39°C to 41°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",483.63284675316,2024-03-25 10:41:24.164955,"Medical study with 1391 patients, 97.48% efficacy rate, testing vaccine"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",145.7272420592025,2023-10-28 10:41:24.187955,"Tech research in AI, conducted 740 experiments with 87.05% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",394.0498438454273,2023-12-24 10:41:24.156954,"Educational dataset with 27 students, average score of 61.03, covering math, science"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",21.687393837027113,2024-03-08 10:41:24.162954,"Ecological study in desert environment, observing 738 species, temperature range: 28°C to 18°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",387.20970521341843,2024-06-30 10:41:24.136954,"Medical study with 3015 patients, 96.86% efficacy rate, testing antiviral"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",328.9246270446474,2024-03-31 10:41:24.169954,"Medical study with 603 patients, 53.04% efficacy rate, testing vaccine"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",104.49047070594104,2024-08-19 10:41:24.169954,"Medical study with 3603 patients, 80.12% efficacy rate, testing antiviral"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",703.681677077197,2024-06-22 10:41:24.170954,"Tech research in AI, conducted 848 experiments with 82.82% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",366.6033841804775,2023-12-21 10:41:24.174954,"Ecological study in desert environment, observing 978 species, temperature range: -19°C to 12°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",120.84910573024614,2023-10-22 10:41:24.147953,"Medical study with 3598 patients, 70.96% efficacy rate, testing vaccine"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",271.51292119531223,2024-02-25 10:41:24.163952,"Medical study with 1599 patients, 81.37% efficacy rate, testing vaccine"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",124.49455356658726,2023-12-28 10:41:24.148954,"Medical study with 1039 patients, 71.43% efficacy rate, testing antibiotic"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",604.7916855864926,2024-05-08 10:41:24.168953,"Educational dataset with 323 students, average score of 95.29, covering history, literature, math, math"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",30.76626461996193,2024-03-04 10:41:24.185954,"Educational dataset with 328 students, average score of 71.53, covering literature, history, literature, science"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",210.58001562774803,2024-07-20 10:41:24.188954,"Tech research in AI, conducted 37 experiments with 16.83% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",235.66692785196045,2024-09-25 10:41:24.174954,"Medical study with 1711 patients, 56.08% efficacy rate, testing vaccine"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",843.0796210559218,2023-11-22 10:41:24.185954,"Medical study with 259 patients, 93.05% efficacy rate, testing painkiller"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",924.0022238821037,2023-11-02 10:41:24.174954,"Ecological study in ocean environment, observing 839 species, temperature range: -14°C to 29°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",781.8938053544072,2024-07-01 10:41:24.142954,"Educational dataset with 601 students, average score of 95.65, covering science"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",363.0092745946505,2023-11-05 10:41:24.160954,"Medical study with 3791 patients, 73.19% efficacy rate, testing antibiotic"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",642.9615794704953,2024-01-02 10:41:24.145954,"Ecological study in mountain environment, observing 5 species, temperature range: 3°C to 43°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",281.02014955205607,2023-10-25 10:41:24.170954,"Educational dataset with 219 students, average score of 74.76, covering history"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",887.7901855997645,2023-11-01 10:41:24.179953,"Ecological study in desert environment, observing 310 species, temperature range: 18°C to 19°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",138.39716990178533,2024-04-10 10:41:24.142954,"Medical study with 2549 patients, 93.55% efficacy rate, testing painkiller"
